Reference #,START DATE,END DATE,VendorNumber,Category MATERIAL GROUP,Category NAME,Vendor performance,ParentOANumber2,OA number,RestrictedUSVendor,PurchasingGroupNumber,AutoPOCategory,MaxAutoPOValueEx,AutoPOType,AuthorizationGroupName,AribaSupplierGroup
2734,2022-02-08,2026-02-12,59621837,1752,Power Transformer,Poor,440001541,440001541,N,300,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
551,2013-08-15,2024-09-13,56061837,2812,Tech/Specialized Svc,Poor,439999991,439999991,N,138,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
2773,2022-02-08,2026-02-12,59677037,1752,Power Transformer,Excellent,440001540,440001540,N,300,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
553,2013-08-15,2024-09-13,55917537,2812,Tech/Specialized Svc,Excellent,439999992,439999992,N,140,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
2981,2023-02-13,2026-02-12,59932437,2602,Aviation Svcs,Excellent,600000932,600000932,N,111,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
3005,2023-08-15,2026-02-12,60027937,1832,EV Equip & Services,Good,600001175,600001175,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2647,2020-02-22,2026-02-20,59546937,2762,Marketing & Commun,Average,440002185,440002185,N,132,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2954,2022-02-22,2026-02-20,59850137,2762,Marketing & Commun,Excellent,600000257,600000257,N,116,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2982,2022-07-13,2026-02-20,59935437,2762,Marketing & Commun,Good,600000548,600000548,N,131,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
155,2019-02-13,2026-02-23,58916838,1822,Wire And Cable,Excellent,429999527,429999527,N,701,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
560,2013-01-07,2024-01-12,57361537,2682,Environment Svc,Good,439999994,439999994,N,131,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
561,2023-12-02,2024-09-13,57361537,2682,Environment Svc,Average,440002270,440002270,N,131,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1719,2024-03-20,2026-03-04,57511138,2812,Tech/Specialized Svc,Average,600001478,600001478,N,117,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2984,2024-03-20,2026-03-04,59945137,2812,Tech/Specialized Svc,Excellent,600001477,600001477,N,117,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2467,2021-03-06,2026-03-07,59316837,2732,General Construction,Good,440002595,440002595,N,314,No Auto-PO,"10,000,000.00 CAD",#,UNSECURED,Service Entry Sheet First
1292,2020-03-11,2026-03-11,50957640,2642,Contingent Labour,Excellent,599999434,599999434,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,Service Entry Sheet First
566,2012-09-29,2023-09-14,50140438,2702,Equip Rental,Good,440000002,440000002,N,138,No Auto-PO,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
1556,2020-03-11,2026-03-11,51275737,2642,Contingent Labour,Average,599999431,599999431,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,Service Entry Sheet First
1714,2020-03-11,2026-03-11,55544439,2642,Contingent Labour,Excellent,599999437,599999437,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,Service Entry Sheet First
2005,2020-03-11,2026-03-11,53703237,2642,Contingent Labour,Excellent,599999444,599999444,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,Service Entry Sheet First
2272,2020-06-16,2026-03-11,55187839,2642,Contingent Labour,Excellent,599999443,599999443,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,Service Entry Sheet First
2275,2020-03-11,2026-03-11,55359537,2642,Contingent Labour,Developing,599999429,599999429,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,Service Entry Sheet First
572,2013-01-29,2024-12-13,57366837,2862,Vegetation Mgmt,Average,440000022,440000022,N,119,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
573,2013-10-16,2024-12-13,57366837,2862,Vegetation Mgmt,Poor,440000516,440000516,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
574,2013-12-14,2024-12-13,57366837,2862,Vegetation Mgmt,Excellent,440000581,440000581,N,119,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2311,2020-03-11,2026-03-11,57458437,2642,Contingent Labour,Excellent,599999439,599999439,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,Service Entry Sheet First
2313,2020-03-11,2026-03-11,57838337,2642,Contingent Labour,Excellent,599999445,599999445,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,Service Entry Sheet First
2314,2020-03-11,2026-03-11,56306138,2642,Contingent Labour,Excellent,599999448,599999448,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,
578,2012-12-14,2023-12-13,52944038,2742,Legal Svcs,Average,440000026,440000026,N,111,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
579,2016-06-14,2025-04-13,49784638,2682,Environment Svc,Excellent,440001347,440001347,N,104,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2676,2020-03-11,2026-03-11,59583937,2642,Contingent Labour,Poor,599999435,599999435,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,Service Entry Sheet First
2703,2020-06-21,2026-03-11,59602437,2642,Contingent Labour,Average,599999446,599999446,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,Service Entry Sheet First
582,2013-03-02,2024-12-13,50965438,2672,Engineering & Proj,Average,440000029,440000029,N,554,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
151,2020-08-29,2026-03-14,49664839,1602,Aux Elec Equip,Developing,440002294,440002294,N,323,No Auto-PO,"10,000,000.00 CAD",#,UNSECURED,
342,2022-05-16,2026-03-14,55592337,2862,Vegetation Mgmt,Excellent,600000578,600000578,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
371,2011-11-13,2026-03-14,54510637,2672,Engineering & Proj,Developing,439999633,439999633,N,324,No Auto-PO,"10,000,000.00 CAD",#,SITE C,Service Entry Sheet First
522,2020-03-14,2026-03-14,49752637,2612,Civil UG Construct,Excellent,599999459,440002194,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
523,2021-04-16,2026-03-14,49752637,2612,Civil UG Construct,Average,599999459,599999459,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
588,2018-04-04,2023-04-04,49795141,2772,Property & Facility,Good,440001744,440001744,N,122,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
524,2024-03-18,2026-03-14,49752637,2612,Civil UG Construct,Poor,599999459,600001454,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
584,2011-11-13,2026-03-14,50965438,2672,Engineering & Proj,Excellent,600001731,600001731,N,324,No Auto-PO,"10,000,000.00 CAD",#,SITE C,Service Entry Sheet First
626,2019-01-01,2026-03-14,49898141,2612,Civil UG Construct,Average,440001839,440001839,N,138,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
633,2020-03-14,2026-03-14,49917437,2612,Civil UG Construct,Average,599999458,440002190,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
634,2021-04-16,2026-03-14,49917437,2612,Civil UG Construct,Average,599999458,599999458,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
594,2019-10-30,2022-10-29,49806838,2832,Training Svcs,Poor,440002055,440002055,N,132,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
595,2019-06-15,2024-08-13,49810137,1692,IT,Poor,440002022,440002022,N,120,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
635,2024-03-18,2026-03-14,49917437,2612,Civil UG Construct,Excellent,599999458,600001453,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1041,2020-04-28,2026-03-14,57849737,2612,Civil UG Construct,Poor,440002226,440002226,N,138,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
1094,2015-04-15,2026-03-14,50232437,1802,Switchgear,Good,440001061,440001061,N,323,No Auto-PO,"10,000,000.00 CAD",#,UNSECURED,Service Entry Sheet First
1261,2021-03-15,2026-03-14,50597938,1792,Security & Safety Sy,Excellent,599999520,599999520,N,139,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
600,2013-09-15,2021-04-14,49822037,2622,Construction Equip,Good,440000385,440000385,N,112,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
601,2021-04-15,2024-04-13,49822037,2622,Construction Equip,Poor,440002517,440002517,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
602,2013-09-15,2021-04-14,49823437,2622,Construction Equip,Good,440000597,440000597,N,112,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
1427,2014-03-15,2026-03-14,50936737,1692,IT,Excellent,600000301,600000301,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
604,2021-04-15,2024-02-18,49823438,2622,Construction Equip,Excellent,440002578,440002578,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1496,2015-04-15,2026-03-14,55360437,1802,Switchgear,Average,440001063,440001063,N,323,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1609,2025-02-05,2026-03-14,58792837,2862,Vegetation Mgmt,Excellent,600002056,600002056,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
607,2020-05-03,2024-01-12,49836637,1702,Major Gen Powerhouse,Average,440002206,440002206,N,302,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
1773,2025-02-05,2026-03-14,58976137,2862,Vegetation Mgmt,Good,600002055,600002055,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
609,2018-10-13,2021-04-14,49837337,2622,Construction Equip,Poor,440001900,440001900,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
1841,2018-03-10,2026-03-14,56687637,2782,Quality Mgmt/Inspect,Average,440001699,440001699,N,140,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1881,2018-02-27,2026-03-14,57855337,2782,Quality Mgmt/Inspect,Excellent,440001693,440001693,N,140,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
612,2013-11-17,2021-04-14,49849737,2622,Construction Equip,Good,440000536,440000536,N,112,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
1886,2018-03-12,2026-03-14,54288938,2782,Quality Mgmt/Inspect,Developing,440001708,440001708,N,127,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
614,2021-12-30,2024-01-02,49863637,2702,Equip Rental,Average,600000120,600000120,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
615,2013-06-01,2022-06-01,49870437,2752,Line Svc,Poor,440000190,440000190,N,114,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
616,2013-06-01,2022-06-01,49870437,2752,Line Svc,Poor,440000232,440000232,N,114,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
1895,2018-03-10,2026-03-14,59264637,2782,Quality Mgmt/Inspect,Poor,440001733,440001733,N,140,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1926,2018-07-17,2026-03-14,55614837,2612,Civil UG Construct,Developing,440001790,440001790,N,138,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
1927,2018-07-17,2026-03-14,58749537,2612,Civil UG Construct,Good,440001791,440001791,N,138,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
620,2013-09-15,2021-04-14,49880737,2622,Construction Equip,Poor,440000919,440000919,N,112,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
2066,2022-12-27,2026-03-14,57816737,2862,Vegetation Mgmt,Average,600000971,600000971,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2081,2020-02-13,2026-03-14,53891037,2642,Contingent Labour,Excellent,599999427,599999427,N,998,No Auto-PO,"10,000,000.00 CAD",#,CLRA Interface PO,
2164,2020-07-15,2026-03-14,54515237,2612,Civil UG Construct,Developing,599999460,440002271,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
624,2013-11-25,2021-04-14,49897037,2622,Construction Equip,Developing,440000582,440000582,N,112,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2165,2021-04-16,2026-03-14,54515237,2612,Civil UG Construct,Excellent,599999460,599999460,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2166,2024-03-18,2026-03-14,54515237,2612,Civil UG Construct,Good,599999460,600001455,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
627,2019-05-27,2023-02-12,49909337,2722,Field Waste Mgmt,Average,440002250,440002250,N,122,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
2168,2020-03-14,2026-03-14,54515239,2612,Civil UG Construct,Poor,599999461,440002192,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2169,2021-04-16,2026-03-14,54515239,2612,Civil UG Construct,Excellent,599999461,599999461,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2170,2024-01-13,2026-03-14,54515239,2612,Civil UG Construct,Average,599999461,600001351,N,899,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2171,2021-04-16,2026-03-14,54515239,2612,Civil UG Construct,Good,599999461,600001902,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2282,2024-08-14,2026-03-14,59199937,2612,Civil UG Construct,Excellent,599999774,600001714,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2315,2020-03-14,2026-03-14,59180637,2612,Civil UG Construct,Excellent,599999462,440002193,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2316,2021-04-16,2026-03-14,59180637,2612,Civil UG Construct,Poor,599999462,599999462,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2317,2024-03-18,2026-03-14,59180637,2612,Civil UG Construct,Poor,599999462,600001456,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2318,2020-07-15,2026-03-14,57093137,2612,Civil UG Construct,Good,599999463,440002276,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2319,2021-04-16,2026-03-14,57093137,2612,Civil UG Construct,Excellent,599999463,599999463,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2320,2024-03-18,2026-03-14,57093137,2612,Civil UG Construct,Poor,599999463,600001457,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2442,2021-08-07,2026-03-14,59274237,2612,Civil UG Construct,Poor,599999773,599999773,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2472,2021-11-10,2026-03-14,59335037,2612,Civil UG Construct,Average,600000214,600000214,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2473,2024-08-14,2026-03-14,59335037,2612,Civil UG Construct,Good,600000214,600001713,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
642,2020-12-14,2023-01-12,52672139,1692,IT,Average,440000055,599999470,N,134,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
643,2020-12-14,2023-01-12,52672139,1692,IT,Excellent,440000055,599999471,N,134,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
644,2020-12-14,2023-01-12,52672139,1692,IT,Excellent,440000055,599999472,N,134,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
645,2018-02-24,2023-03-14,52672139,1692,IT,Excellent,440001688,440001688,N,107,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
646,2013-03-15,2023-02-12,50034837,2602,Aviation Svcs,Poor,440000083,440000083,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2474,2021-11-10,2026-03-14,59335037,2612,Civil UG Construct,Excellent,600000215,600000215,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
648,2013-04-15,2022-08-14,50086637,2602,Aviation Svcs,Average,440000087,440000087,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
649,2013-09-15,2021-04-14,49938637,2622,Construction Equip,Developing,440000384,440000384,N,112,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2475,2022-05-16,2026-03-14,59335037,2862,Vegetation Mgmt,Excellent,600000556,600000556,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
651,2013-03-15,2023-02-12,50111237,2602,Aviation Svcs,Poor,440000088,440000088,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2476,2022-07-17,2026-03-14,59335037,2862,Vegetation Mgmt,Good,600000557,600000557,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
653,2013-03-15,2023-02-12,50122837,2602,Aviation Svcs,Average,440000095,440000095,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2568,2022-05-16,2026-03-14,59458637,2862,Vegetation Mgmt,Good,600000579,600000579,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
2629,2022-05-16,2026-03-14,59527837,2862,Vegetation Mgmt,Average,600000570,600000570,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2649,2020-03-14,2026-03-14,59557337,2612,Civil UG Construct,Good,599999457,440002195,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
657,2013-04-15,2023-02-12,50153037,2602,Aviation Svcs,Developing,440000097,440000097,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2650,2020-03-14,2026-03-14,59557337,2612,Civil UG Construct,Excellent,599999457,440002196,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
659,2013-04-15,2023-02-12,55528139,2602,Aviation Svcs,Excellent,440000098,440000098,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2651,2020-03-14,2026-03-14,59557337,2612,Civil UG Construct,Excellent,599999457,440002197,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
661,2013-03-15,2023-02-12,50432437,2602,Aviation Svcs,Poor,440000106,440000106,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2652,2020-03-14,2026-03-14,59557337,2612,Civil UG Construct,Average,599999457,440002198,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
663,2013-03-15,2023-02-12,50909037,2602,Aviation Svcs,Excellent,440000107,440000107,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
664,2013-04-15,2023-02-12,51018938,2602,Aviation Svcs,Good,440000110,440000110,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2653,2020-07-15,2026-03-14,59557337,2612,Civil UG Construct,Good,599999457,440002266,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
666,2013-03-15,2023-02-12,51577837,2602,Aviation Svcs,Average,440000111,440000111,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2654,2021-04-16,2026-03-14,59557337,2612,Civil UG Construct,Poor,599999457,599999457,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
668,2013-03-15,2023-02-12,54837937,2602,Aviation Svcs,Excellent,440000114,440000114,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
669,2013-03-19,2022-11-12,51064641,2672,Engineering & Proj,Excellent,440000119,440000119,N,140,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
670,2014-01-13,2022-06-14,51064641,2682,Environment Svc,Average,440000711,440000711,N,131,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2655,2024-02-26,2026-03-14,59557337,2612,Civil UG Construct,Good,599999457,600001401,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2656,2022-04-26,2026-03-14,59557337,2612,Civil UG Construct,Developing,600000485,600000485,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2657,2024-08-14,2026-03-14,59557337,2612,Civil UG Construct,Good,600000485,600001712,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2778,2023-10-02,2026-03-14,59677037,1802,Switchgear,Excellent,600001224,600001224,N,300,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2899,2021-08-07,2026-03-14,59731037,2612,Civil UG Construct,Excellent,600002572,600002572,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2900,2024-08-14,2026-03-14,59731037,2612,Civil UG Construct,Excellent,600002572,600002575,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
